temp,time_hours_interp,hanliang_log10,数据类型
15,23.666666666666664,1.6306761384734876,原始实测
15,23.75,1.6363102322989518,原始实测
15,23.83333333333333,1.6419443261244158,原始实测
15,23.916666666666664,1.6475784199498795,原始实测
15,24,1.6532125137753435,原始实测
15,24.08333333333333,1.65581540412135,原始实测
15,24.166666666666664,1.6584182944673562,原始实测
15,24.25,1.6610211848133625,原始实测
15,24.33333333333333,1.6636240751593687,原始实测
15,24.416666666666664,1.666226965505375,原始实测
15,24.5,1.6688298558513812,原始实测
15,24.58333333333333,1.6714327461973877,原始实测
15,24.666666666666664,1.6740356365433935,原始实测
15,24.75,1.6766385268894,原始实测
15,24.83333333333333,1.6792414172354062,原始实测
15,24.916666666666664,1.6818443075814125,原始实测
15,25,1.6844471979274187,原始实测
15,25.08333333333333,1.687050088273425,原始实测
15,25.166666666666664,1.6896529786194312,原始实测
15,25.25,1.6922558689654374,原始实测
15,25.33333333333333,1.6948587593114437,原始实测
15,25.416666666666664,1.69746164965745,原始实测
15,25.5,1.7000645400034562,原始实测
15,25.58333333333333,1.7026674303494624,原始实测
15,25.666666666666664,1.705270320695469,原始实测
15,25.75,1.707873211041475,原始实测
15,25.83333333333333,1.7104761013874812,原始实测
15,25.916666666666664,1.7130789917334874,原始实测
15,26,1.7156818820794937,原始实测
15,26.08333333333333,1.7182847724255,原始实测
15,26.166666666666664,1.7208876627715062,原始实测
15,26.25,1.7234905531175124,原始实测
15,26.33333333333333,1.726093443463519,原始实测
15,26.416666666666664,1.728696333809525,原始实测
15,26.5,1.7312992241555312,原始实测
15,26.58333333333333,1.7339021145015374,原始实测
15,26.666666666666664,1.7365050048475437,原始实测
15,26.75,1.73910789519355,原始实测
15,26.83333333333333,1.7417107855395562,原始实测
15,26.916666666666664,1.7443136758855624,原始实测
15,27,1.7469165662315689,原始实测
15,27.08333333333333,1.749519456577575,原始实测
15,27.166666666666664,1.7521223469235812,原始实测
15,27.25,1.7547252372695874,原始实测
15,27.33333333333333,1.7573281276155936,原始实测
15,27.416666666666664,1.7599310179616,原始实测
15,27.5,1.762533908307606,原始实测
15,27.58333333333333,1.7651367986536124,原始实测
15,27.666666666666664,1.7677396889996186,原始实测
15,27.75,1.770342579345625,原始实测
15,27.83333333333333,1.7729454696916311,原始实测
15,27.916666666666664,1.7755483600376374,原始实测
15,28,1.7781512503836436,原始实测
15,28.08333333333333,1.7890445575769838,原始实测
15,28.166666666666664,1.799937864770324,原始实测
15,28.25,1.8108311719636647,原始实测
15,28.33333333333333,1.8217244791570049,原始实测
15,28.416666666666664,1.8326177863503448,原始实测
15,28.5,1.8435110935436856,原始实测
15,28.58333333333333,1.854404400737026,原始实测
15,28.666666666666664,1.8652977079303663,原始实测
15,28.75,1.876191015123707,原始实测
15,28.83333333333333,1.887084322317047,原始实测
15,28.916666666666664,1.8979776295103876,原始实测
15,29,1.908870936703728,原始实测
15,29.08333333333333,1.9197642438970683,原始实测
15,29.166666666666664,1.9306575510904085,原始实测
15,29.25,1.941550858283749,原始实测
15,29.33333333333333,1.9524441654770892,原始实测
15,29.416666666666664,1.9633374726704296,原始实测
15,29.5,1.9742307798637704,原始实测
15,29.58333333333333,1.9851240870571103,原始实测
15,29.666666666666664,1.9960173942504509,原始实测
15,29.75,2.0069107014437915,原始实测
15,29.83333333333333,2.0178040086371314,原始实测
15,29.916666666666664,2.028697315830472,原始实测
15,30,2.039590623023813,原始实测
15,30.08333333333333,2.0504839302171525,原始实测
15,30.166666666666664,2.061377237410493,原始实测
15,30.25,2.0722705446038336,原始实测
15,30.33333333333333,2.083163851797174,原始实测
15,30.416666666666664,2.094057158990514,原始实测
15,30.5,2.1049504661838547,原始实测
15,30.58333333333333,2.115843773377195,原始实测
15,30.666666666666664,2.126737080570535,原始实测
15,30.75,2.137630387763876,原始实测
15,30.83333333333333,2.148523694957216,原始实测
15,30.916666666666664,2.159417002150556,原始实测
15,31,2.170310309343897,原始实测
15,31.08333333333333,2.1812036165372373,原始实测
15,31.166666666666664,2.192096923730577,原始实测
15,31.25,2.202990230923918,原始实测
15,31.33333333333333,2.2138835381172584,原始实测
15,31.416666666666664,2.2247768453105983,原始实测
15,31.5,2.235670152503939,原始实测
15,31.58333333333333,2.2465634596972794,原始实测
15,31.666666666666664,2.25745676689062,原始实测
15,31.75,2.26835007408396,原始实测
15,31.83333333333333,2.2792433812773005,原始实测
15,31.916666666666664,2.2901366884706404,原始实测
15,32,2.3010299956639813,原始实测
15,32.08333333333333,2.3046704644365645,原始实测
15,32.166666666666664,2.308310933209148,原始实测
15,32.25,2.3119514019817315,原始实测
15,32.33333333333333,2.315591870754315,原始实测
15,32.416666666666664,2.319232339526898,原始实测
15,32.5,2.322872808299482,原始实测
15,32.58333333333333,2.326513277072065,原始实测
15,32.666666666666664,2.3301537458446484,原始实测
15,32.75,2.333794214617232,原始实测
15,32.83333333333333,2.3374346833898154,原始实测
15,32.916666666666664,2.3410751521623987,原始实测
15,33,2.3447156209349824,原始实测
15,33.08333333333333,2.3483560897075657,原始实测
15,33.166666666666664,2.351996558480149,原始实测
15,33.25,2.3556370272527327,原始实测
15,33.33333333333333,2.359277496025316,原始实测
15,33.416666666666664,2.3629179647978997,原始实测
15,33.5,2.366558433570483,原始实测
15,33.58333333333333,2.3701989023430663,原始实测
15,33.666666666666664,2.3738393711156496,原始实测
15,33.75,2.3774798398882333,原始实测
15,33.83333333333333,2.3811203086608166,原始实测
15,33.916666666666664,2.3847607774334,原始实测
15,34,2.388401246205984,原始实测
15,34.08333333333333,2.392041714978567,原始实测
15,34.166666666666664,2.39568218375115,原始实测
15,34.25,2.399322652523734,原始实测
15,34.33333333333333,2.402963121296317,原始实测
15,34.416666666666664,2.4066035900689005,原始实测
15,34.5,2.410244058841484,原始实测
15,34.58333333333333,2.4138845276140675,原始实测
15,34.666666666666664,2.4175249963866507,原始实测
15,34.75,2.4211654651592345,原始实测
15,34.83333333333333,2.4248059339318178,原始实测
15,34.916666666666664,2.428446402704401,原始实测
15,35,2.4320868714769848,原始实测
15,35.08333333333333,2.435727340249568,原始实测
15,35.166666666666664,2.439367809022152,原始实测
15,35.25,2.443008277794735,原始实测
15,35.33333333333333,2.4466487465673183,原始实测
15,35.416666666666664,2.4502892153399016,原始实测
15,35.5,2.4539296841124854,原始实测
15,35.58333333333333,2.4575701528850686,原始实测
15,35.666666666666664,2.461210621657652,原始实测
15,35.75,2.464851090430236,原始实测
15,35.83333333333333,2.468491559202819,原始实测
15,35.916666666666664,2.472132027975402,原始实测
15,36,2.475772496747986,原始实测
15,36.08333333333333,2.479412965520569,原始实测
15,36.16666666666666,2.4830534342931525,原始实测
15,36.25,2.486693903065736,原始实测
